Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Dixie (SSC 6000)|Shamrock.|Shamrock.|early maturing, short day, bulbs medium sized, tapered, yellow with excellent uniformity.|Mr. Max. 1992.||pink root, bolting.|
Dominator|Dakota.|Dakota.|white intermediate.|Midstar. 1993.||pink root.|
Don Victor|R.Kreizenbeck.|Rio Colorado.|overwintering type, very good bolting resistance. 1989.||||
Dorada|L.Pike, Texas A and M University.||short day yellow onion, round to slightly flattened globe, excellent root system.|Ben Shemen. 1989.||pink root.|
Doral (163-081)|Seminis-Petoseed.|Seminis-Petoseed.||Mercedes.|Caribbean.|Pink root.|F1 hybrid.
Dragon Eye|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Dulce Grande|R.Engle.|Petoseed.|western white colossal shiny white scales, uniform high yielding, 115-120 day maturity.|Blanco Duro, Sterling.||pink root.|
Durango (DEXP 668-2)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, Yellow Sweet Spanish, high yield, long storage life.|Amigo.|Sweet Spanish onion-growing areas. 1978.|pink root.|
Duration (Sunex 1492)|Sunseeds.|Sunseeds.|nonglossy foliage, medium brown scales that adhere well, hard globed, pungent, long storage.|Downing Yellow Globe. 1989.||pink root, fusarium basal rot.|
Dynasty (NI 2110)|Shamrock.|Shamrock.|overwintering type, bulbs fairly round, good scale color, very early.|Bison. 1989.||very bolt resistant.|
Eagle (T-406)|Takii.|Takii.||Voliant.|long day.||F1 hybrid.
Early Crystal 281|USDA, Beltsville, Maryland, and Texas Agric. Expt. Sta., College Station.||earliest of the southern white cultivars and has the least tendency to split or bolt.|Eclipse.|extreme southern United States. Southern Seedsman, 7 Sept. 1955.|pink root.|Crystal Wax and Excel.
Early Gold|Waldo Rohnert Company, Hollister, California.|S.R.S., Modesto, California.|early maturity, tight scale.|Early Harvest.|Northern onion areas. Seed Res. Specialists, 1960.||a hard Northern inbred x a soft southern inbred.
Early Grand PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.|Grano 502.|short-day areas. PVP certificate number 800161. 1981.|pink root.|
Early Harvest|USDA.||F1 hybrid, small plant size, semi-glossy foliage; bulb size intermediate, light yellow color, globe, mild, soft; very early maturity.||all sections except southern United States. Hybrid Early Harvest, USDA release 1 Dec. 1953.||B2108A x TEG951C Early Yellow Globe inbred by Texas Early Grano.
Early Harvest Number 5|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|F1 hybrid, tops vigorous 15 to 17'; medium dark blue-green; bulbs medium small; semi-globe, slightly shallower than round; well rounded shoulders; slight basal taper; color medium amber.|Early Harvest.|northeastern and midwestern United States. Ferry-Morse Seed Company, 30 April 1964.||B2108A x F.M. inbred.
Early King|Rispens.|Rispens.|early with size.|Norstar. 1994.|||
Early Pak (Crk N78)|Crookham Co.|Crookham Co.|early maturing, excellent storage quality, uniform globe with dark-brown scales that adhere well during storage.|Downing or Brigham Yellow Globe.|areas where Downing and Brigham Yellow Globe are grown. 1978.||F1 hybrid, (M1411A x closed B line) x closed pollinator.
Early Premium PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, early, flattened globe yellow onion.||short-day regions. 1965.|pink root.|
Early Shipper (Hy 139A)|Crookham Co.|Crookham Co.|hybrid, early, firm for mechanical harvest, good storage, Yellow Sweet Spanish type.||Spanish areas. 1968.||
Early Supreme PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, early white type.||short-day regions. 1964.|pink root.|
Early White Grano|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|slow bolting cultivar to replace Crystal Grano; clear-white interior.|Crystal Grano.|late fall plantings in California's coastal areas. Ferry-Morse Seed Company, 15 Apr. 1963.||
Early Yellow Globe (D56)|Joseph Harris Co.|Joseph Harris Co.|open pollinated, early high yields, short storage.||wide. 1980.||selection of early Yellow Globe.
Ebano (XP 6996)|David Dean.|Seminis-Asgrow.|main season Grano hybrid moderately good bolt resistance, pungency below 4.0 pyruvate.||Mexico. 2001.|pink root.|F1 hybrid.
Eclipse|USDA, Beltsville, Maryland, and Texas Expt. Sta., College Station.|Similar: Early Crystal 281.|very early, highly|Resistance: splitting and bolting.|extreme southern United States (California to Florida). Southern Seedsman Sept. 1954.|pink root.|Crystal Wax x Excel.
El Capitan|Idaho Branch Expt. Sta., Parma.||F1 hybrid, large size, high yield; uniform to slightly flattened globe; absence of bolters, scallions, and doubles; good storage quality; derived entirely from Yellow Sweet Spanish inbreds.|Yellow Sweet Spanish.|southwestern Idaho, southeastern Oregon, Utah, Colorado. DeLance Franklin, 6 May 1963.|tolerance to pink root.|P 52-371A x P54-306B or the reciprocal (P 54-306A x P 52-371B).
El Charro (AX 1852)|Aristogenes.|Aristogenes.|exceptional vigor, uniformity and yielding ability; good storability.|Sweet Amber. 1992.||pink root.|
El Padre (AX2250)|K.McLellan.|Aristogenes.|exceptional vigor and yielding ability, late.|||pink root. 1992.|
Elba Globe|Joseph Harris Company, Rochester, New York.|Joseph Harris Company, Rochester, New York.|F1 hybrid, midseason, long keeping, hard onion; very good skin and color; high yield with uniform maturity and type.|Elite.|northern United States, muck areas. Harris Wholesale Catalog, 1961.||
Elite|USDA Indiana Agric. Expt. Sta., Lafayette; Iowa Agric. Expt. Sta., Ames; and Idaho Agric. Expt. Sta., Moscow.||F1 hybrid, large plant size, gray-green foliage; bulb large, yellow, high globe, pungent, firm; late maturity, long storage.|Early Yellow Globe.|where Early Yellow Globe is grown. Elmo Davis, 16 April 1962.||B5546A x B2215C Early Yellow Globe inbred x Brigham Yellow Globe inbred.
Emerald Isle (XP 3619)|Asgrow.|Asgrow.|bunching onion, good uniformity, long shanks with good color, erect foliage for rapid drying under humid conditions.|White Knight. 1989.|||
Empire|USDA, New York, and Idaho Expt. Stations.||high globe with sloping shoulders; firm flesh, medium yellow scales; long storage.|Brigham Yellow Globe.|midwestern and eastern United States. USDA Release 1 March 1959.||B2267A x B2215C.
Encino (XP6791)|R.Jones.|Asgrow.|large Grano type bulb.|TG502. 1995.||pink root.|
Encore|USDA, Idaho Agric. Expt. Sta., Moscow, and Iowa Agric. Expt. Sta., Ames.||F1 hybrid, large plant size, gray-green foliage; bulbs large, dark yellow, high globe, pungent; late maturity.|Early Yellow Globe.|where Early Yellow Globe is grown. Elmo Davis, 16 April 1962.||B2129A x B2215C Early Yellow Globe inbred x Brigham Yellow Globe inbred.
Endurance (SUNEX1477)|R.Watson.|Sunseeds.|nonglossy foliage, medium brown scales that adhere well, hard flesh, pungent, long storage.|Duration. 1995.||high tolerance to pink root, fusarium basal rot.|
Enterprise (Crk N80)|Crookham Co.|Crookham Co.|midseason storage hybrid, good scale cover and uniform dark brown color.|Downing or Brigham Yellow Globe.|areas where Downing and Brigham Yellow Globe are grown. 1978.||F1 hybrid, (W101A x closed B line) x closed pollinator.
Envoy (XPH 3375)|S.Hendricks.|Asgrow.|early, uniform shape and size, Spanish type.|Bulldog Vega.||fusarium.|
Epoch|USDA, Idaho Agric. Expt. Sta., Moscow, and Iowa Agric. Expt. Sta., Ames.||medium size plant, gray-green foliage; bulbs medium size, very dark yellow, high globe, pungent, very firm; late maturity, long storage.|Brigham Yellow Globe.|where Brigham Yellow Globe is grown. Elmo Davis, 16 April 1952.||B2264A x B2215C Brigham Yellow Globe inbreds.
Equanex (PSX 680)|Petoseed.|Petoseed.|hybrid yellow, early maturity, Granex type, bulbs flat, small neck, good uniformity.|||pink root. 1986.|
Eskimo|Takii.|Takii.|early maturity, yellow long day type.|||tolerance to botrytis, downy mildew. 1988.|
Estrella Blanca (FMX 352W)|Ferry-Morse.|Ferry-Morse.|globe to flattened globe shaped bulb, good skin retention, early maturing white short day cultivar.|Early Supreme.||moderate to pink root.|
Everest|Nick-Zwaan.|Nick-Zwaan.|short day, large top, white, mild flesh.|Diamond-N2. 1988.||bolting.|
Exacta (XP 07906876)|Seminis Vegetable Seeds.|Seminis Vegetable Seeds.|Sweet Spanish type; intermediate day maturity; tops are glossy and bright green and neck is long and thin; single-centeredness is excellent; storage capability is medium.|Renegade, Excursion, Candy.|NAFTA processing areas, Pacific Northwest U.S. 2004.|Fusarium basal rot, pink root.|F1 hybrid.
Excel (1986)|USDA, Texas Agric. Expt. Sta., California Agric. Expt. Sta.||mild flavor, splits and bolts less than other lines of Yellow Bermuda, early, heavy yielder, stores well for mild onion.|Yellow Bermuda.|extreme southern United States, southern California to Florida. Southern Seedsman, March 1947. 1946.|Pink root.|first generation inbred out of Yellow Bermuda.
Excel G (XP 462)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, Excel or Bermuda 986 bulb type, but larger and with improved storage.|Excel.|short-day onion production areas. 1977.|tolerance to one or more races of pink root.|
Excellency|Rispens.|Rispens.||Bravo, Seville.|western U.S.|Pink root.|F1 hybrid.
Exporter|P.Olesen and Associates; Parma, Idaho.|Stokes Seeds.|heavy yielding, hard, dark brown, medium size globe.||northeastern United States, Canada. 1968.||closed.
Exporter 2|Stokes. 1988.|Stokes. 1988.|||||
Express|ARCO/Dessert.|ARCO/Dessert.||||pink root. 1982.|
Express Yellow|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Extra (PSX 53588)|R.Engle.|Petoseed.|dark skin, cream color flesh, long day onion medium size, excellent storage, strong scale retention. 1991.||||
F1M Hybrid Harvest Pak-A|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|early, slow bolting, stores well.|Texas Early Grano.|intermediate, photoperiod areas. F-M list. 1961.||F-M inbred x Texas Early Grano inbred.
F1M Hybrid Span Pak-A|Ferry-Morse Seed Company, Mountain View, California.|Ferry-Morse Seed Company, Mountain View, California.|early Sweet Spanish type.|Fiesta.|long photoperiod areas. F-M list. 1961.||USDA 2108 x F-M inbred.
Fabius (FMX2020)|E.Snyder.|Ferry-Morse.|high globe shape with dark brown firm skins, refined necks, the bulb is hard, stores long, very good uniformity of bulb size and shape yielding large and jumbo bulbs.|||tolerance to pink root. 1993.|
Fallera (SXO 1550)|Roy Kreizenbeck.|Sunseeds.|golden brown skin color, large bulb size, flattened globe shape, medium earliness, medium pungency, approximate days to maturity 160-170.|||medium tolerance to Fusarium and fair tolerance to pink root. 2001.|open pollinated.
Fargo|Dakota.|Dakota.|large yellow, flattened globe.|San Joaquin. 1993.||pink root.|
Fawn Preview|K.McLellan, P.Olesen and Associates; Parma, Idaho.|Ferry-Morse.|early season, Epoch type with heavier yielding ability, excellent storability.||northeastern United States, Ontario. 1969.|tipburn.|closed.
Ferrys Early White|Ferry-Morse Seed Company Mountain View, California.|Ferry-Morse Seed Company Mountain View, California.|short day; half globe to globe.||wherever short day onions are used. 1941.||selection from unknown Australian cultivar.
Festival (Explorer 7)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, more even, slightly better depth of color; necks smaller and more refined than Fiesta.|Fiesta. 1975.|||
Fiesta|USDA, Idaho Agric. Expt. Sta., Moscow, and Iowa Agric. Expt. Sta., Ames.||F1 hybrid, large plant size, gray-green foliage; bulbs medium to large, high globe, very firm, copper yellow scales, pungent; late maturity.|Yellow Sweet Spanish. Elmo Davis 16 April 1952.|||B2190A x B12115C Brigham Yellow Globe inbred x Yellow Sweet Spanish inbred.
Fiesta 61|USDA and Idaho Agric. Expt. Sta., Moscow.||F1 hybrid, same as Fiesta; large plant size, gray-green foliage; bulbs medium to large, high globe, very firm, copper yellow scales, pungent; late maturity.|||pink root organism in Texas. Notice of release of Yellow Sweet Spanish inbred B12115-2C by USDA, 15 February. 1961.|B2190A prr x B12115-2 Brigham Yellow Globe x Yellow Sweet Spanish.
Fireball|Dakota.|Dakota.|hybrid red, intermediate, globe shaped.|||pink root, fusarium. 1992.|
First Edition (PSX 20684)|R.Engle.|Petoseed.|midseason, globe shaped bulbs, excellent storage, strong scale retention. 1991.||||
Flagship (XPH 15038)|Seminis-Asgrow.|Seminis-Asgrow.||Paragon.|NE U.S. and Eastern Canada.||F1 hybrid.
Flame (XPH 3272)|S.Hendricks.|Asgrow.|medium maturity, long day yellow with brown skinned onion, produces good size with a round shape, thin necked bulb, excellent storage.|Taurus. 1986.|||
Flamenco (Sunex 1433)|Sunseeds.|Sunseeds.||Tango.|Long day.||F1 hybrid.
Flare (PS 81892)|Seminis-Petoseed.|Seminis-Petoseed.|||||F1 hybrid.
Fortress (XPH 3330)|S.Hendricks.|Asgrow.|dark yellow skinned, midseason storage onion with excellent firmness and scale retention.|Taurus. 1989.|||
Foxy (82N36)|W.McDonald.|Crookham.|high yielding hybrid, early maturing, Yellow Sweet Spanish type.|Fiesta. 1984.|mechanical harvest, Idaho-Eastern Oregon region.|pink root.|
Franklin (XP6809)|David Dean.|Seminis-Asgrow.|yellow hard storage onion, globe shape, golden brown scales, can be stored 4-6 months.|Cream Gold.|New Zealand, Australia, South Africa. 2000.|Fusarium, basal rot.|open pollinated.
Frontier (T-400)|Takii.|Takii.|stores well, good uniformity, dark brown skins.|||gray mold, neck rot, soft rot, fusarium basal rot. 1994.|
Frosty (CGX/DPS x 2006)|Jason Wiederhold.|Eclipse Industries, Inc.|uniform, Pearl White bulb.|Blanco Doro.|Spanish long day areas. 1999.|pink root.|F1 hybrid.
Fuego (PSX 81188)|R.Engle.|Petoseed.|long day onion, bright red, globe shaped, red and white flesh colors, pungent flavor. 1991.||||
Fury (XPH 3468)|S.Hendricks.|Asgrow.|very uniform bulb with good skin, firm bulbs, main maturity for Spanish storage market.|Fiesta. 1994.||pink root, fusarium.|
Gala (XP645)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, grind type, small root plates and very refined necks.|White Grano PRR.|wide. 1980.|fusarium basal rot in Wisconsin; tolerance to pink root.|
Galaxy|L.Kyle.|Neuman.|flat, globe-shaped, yellow bulbs with resistance to bolting. 1988.||||
Gambler (XPV 966)|Agway.|Agway.|late maturity, high yield of firm, globe to deep globe bulbs with excellent storing ability when grown on muck soil.|Spartan Banner.|northeastern United States. Agway Vegetable Seed Catalog, 1972.|pink root.|hybrid, (A 14 x A 17.2) x A8.3.
Garrison (XPH 3367)|S.Hendricks.|Asgrow.|early, main crop, yellow storage type with improved size over Sweet Sandwich and Spartan Banner 80.|Sweet Sandwich. 1989.||pink root, fusarium.|
Gazette (PSX 51587)|R.Engle.|Petoseed.|long day, midseason maturity, bright dark brown scale, cream colored flesh. 1991.||||
Georgia Pride (SSC 6389)|Shamrock.|Shamrock.||Sugar Queen.|Georgia.||open pollinated.
Gibraltar (224W2)|K.McLellan.|Ferry-Morse.|midseason, excellent yielder, excellent appearance, bronze scales.|Wisconsin Fusario. 1985.||fusarium basal rot.|
Glacier (ARCO 6054)|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, bright white outer scales; less prone to greening than Southport White Globe; outstanding storage quality for a white onion.|Blanco Duro.|northern onion-growing areas. 1985.||
Gladiator|Harris Moran.|Harris Moran.|midseason maturity, blocky globe shape, excellent storage, dark skin color. 1992.||||
Glory PRR|ARCO Seed Co.|ARCO Seed Co.|open pollinated.||intermediate onion areas. PVP certificate number 8100128. 1981.|pink root.|
Gold Mine (E1206(X105 SG))|K.McLellan.|Ferry-Morse.|compared with Spartan Banner; has smaller necks, heavier skins, improved depth of color, rounder shape.|Spartan Banner. 1983.||fusarium bottom.|
Gold Rush PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, very early, uniform, yellow onion with little doubling.||short-day regions. 1983.||
Golden Beauty|USDA, Wisconsin Agric. Expt. Sta., Madison, and Idaho, Agric. Expt. Sta., Moscow.||F1 hybrid, large plant; bulbs firm, pungent, large high globe with well rounded shoulders; color light to medium yellow; late maturity.|Yellow Sweet Spanish.|where Sweet Spanish is grown. Onion Hybrid Golden Beauty, USDA release, 2 April 1957.||B2133A x B12132B Early Yellow Globe x Yellow Sweet Spanish inbreds.
Golden Cascade (77-923)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, early uniform yellow Sweet Spanish type, high yielding.|Fiesta.|Sweet Spanish onion growing areas.|unknown.|
Golden Laker|P.Olesen and Associates; Parma, Idaho.|P.Olesen and Associates; Parma, Idaho.|midseason, heavy yielding, medium-dark brown, high globes.||northeastern United States. 1968.||(Ia163 x W4B) x B2215.
Golden Passport|K.McLellan.|P.Olesen and Associates, Parma, Idaho.|very early, medium-small, hard globes.||Ontario, northeastern United States. 1968.|tipburn.|P.O.A. line x W4B.
Golden Security|Rispens.|Rispens.|high frequency of single centered bulbs; very uniform; very good in storage; heavy yielding.|Cherokee. 1993.||pink root, fusarium.|
Golden Spike (XP 07777025)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|late intermediate type, 103 day maturity, dark skin, round bulbs have good size and excellent quality traits.|Renegade.|worldwide. 2002.||F1 hybrid.
Golden Treasure (XP Hybrid number 9 or 9A)|Crookham Co.|Crookham Co.|hybrid, midseason, uniform dark brown Spanish type, yields equal to Yellow Sweet Spanish in Idaho, firm, handles well with mechanical equipment, stores well.|Yellow Sweet Spanish.|Yellow Sweet Spanish areas. 1970.||
Golden Yellow|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, good storage for a short-day onion.||short-day region. 1964.||
Granada (XP 197)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, long-day hybrid of medium to large size; dark yellow color and medium early.|Grandee.|long-day areas. Asgrow's 'Your Crops' Dec. 1967.|tolerance to pink root.|Asgrow line x B12115.
Grand Prix|Sunseeds.|Sunseeds.|early maturing hybrid, yellow bulbs, short day Grano type.|||bolting. 1987.|
Grande Gold|Dakota.|Dakota.|early maturing; high yielding; yellow storage Spanish.|Paragon. 1991.||pink root.|
Grandee|Crookham Seed Company.|Asgrow Seed Co.|F1 hybrid, high yielding relatively large bulbs.|Yellow Sweet Spanish.|onion areas. 1961.||USDA inbreds B5546 x B12115.
Grandex-O (X1106)|K-F Seeds.|K-F Seeds.|Granex type hybrid with greater depth, matures between Granex 33 and Texas Early Grano 502 PRR.|Texas Early Grano 502. 1983.||pink root, bolting.|
Granero (SXO 1428)|Rick Watson.|Sunseeds.|glossy, heat tolerant foliage, large, hard fleshed blocky globe shaped bulbs; dry outer scales are dark mahogany brown in color.|Yellow Sweet Spanish.|Sweet Spanish growing areas. 2000.|pink root.|F1 hybrid.
Granex 429 (XP 429)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, white flesh, mild flat bulb for short-day areas.|Granex 33.|short-day areas. PVP certificate number 7800064. 1976.|tolerance to one or more races of pink root.|
Granex Hybrid|USDA and Texas Agric. Expt. Sta., College Station.||F1 hybrid, early, high yielding, very mild; stores well for mild type.|Excel.|deep southern United States, chiefly southern Texas. Southern Seedsman, September 1951. 1952.||Excel x Texas Early Grano 951C.
Granex Maxim PRR (Hyb Exp 18090)|Moran.|Moran.|scale color darker than regular Granex types, approximately 10 days earlier in maturity, intended for all short day onion growing regions, much deeper in bulb shape than regular Granex, with more refined neck, bulbs mostly large mediums, few jumbos.|Yellow Granex. 1984.||pink root.|
Grano 6835 (XP 07596835)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|very early maturing short day yellow onion; shape is round; average size is small to medium; low percentage of jumbos produced.|Ultra, Grand Prix.|Venezuela. 2003.||F1 hybrid.
Green Banner (PS 290011)|Seminis-Petoseed.|Seminis-Petoseed.||Southport 404.|southwest U.S. and Mexico.|Pink root.|F1 hybrid.
Hamlet (XPH 3724)|S.Hendricks.|Asgrow.|early maturity; bulbs globe shaped, very uniform with excellent skin retention during storage.|Citadel. 1993.||bolting.|
Harvestmore (D144351)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, long-season (105 days) hard, yellow, storage onion; medium-size deep globe, good skin and color.|Spartan Banner.|northern United States. 1973.|tolerance to fusarium basal rot.|
Havaju|Dakota.|Dakota.|early maturing, high yielding, yellow storage Spanish type.|Paragon. 1991.||pink root.|
Hazel (XP-513)|Asgrow Seed Co.|Asgrow Seed Co.|open pollinated, bulbs medium-sized, globe-shaped, pungent and hard.|Australian Brown.|wide. 1980.||
Henrys Special PRR|ARCO Seed Co.|ARCO Seed Co.|F1 hybrid, yellow.||short-day regions. 1965.|pink root.|
Hi-Ball|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Hickory|USDA, Wisconsin Agric. Expt. Sta., Madison, and Iowa Agric. Expt. Sta., Ames.|Jung Seed Co.|F1 hybrid, early maturity; bulbs firm, globe shaped, bronze color, good scale retention; long storage.|Epoch, Autumn Spice.|Wisconsin. W.H. Gabelman, September 1962.||Iowa 163A x Wisconsin 101B.
Hi-Keeper|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Honeycomb (SSC 6372)|Shamrock Seed.|Shamrock Seed.|main season maturity; short day type; developed for fresh market; it produces attractive Granex shaped bulbs with low pungency; yields a high percentage of jumbo sized bulbs with straw colored skins; excellent disease tolerance; good bolting tolerance.||U.S. short day onion production areas. 1998.|Botrytis Leaf Blight, Purple Blotch.|F1 hybrid.
Honey Bee (SSC 33076)|Shamrock Seed.|Shamrock Seed.|very early maturing short day onion; highly disease tolerant, dark blue-green tops; good yields of bulbs weighing 250-300 grams; bulbs have a flattened-globe shape, very small necks and attractive, yellow to light brown skins; very firm bulbs with extra sweet flavor and medium storage capacity.||U.S. short day onion production areas. 2002.|Botrytis Leaf Blight, Stemphyllium Blight, Purple Blotch.|F1 hybrid.
Hopi|Golden Valley.|Golden Valley.|yellow Spanish type with good storage.|||tolerance to pink root, fusarium, thrips. 1991.|
Huron|Dakota.|Dakota.|long day yellow; storage.|Paragon. 1993.||pink root, fusarium.|
Hustler|Harris Moran.|Harris Moran.|early maturity, long day hybrid, globe shape, excellent storage.||||
Hypak (Hy 3347)|Northup, King and Co.|Northup, King and Co.|hybrid, straw colored, medium early.||long day. 1969.||
Iceberg|Dakota.|Dakota.|hybrid white, overwintering.|||pink root. 1994.|
Igloo|Dakota.|Dakota.|hybrid white; overwintering.|||pink root. 1994.|
Impact|Harris Moran.|Harris Moran.|early maturity with large blocky bulbs.|Taurus. 1991.|||
Impala (SSC 1862)|Shamrock.|Shamrock.|large globe with a tan color; intermediate day; very early maturity.|Yuca. 1992.||pink root.|
Imperial 48|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|earlier than Excel 986, white onion, dark green foliage.||southwestern United States and Texas area. Dessert Seed Catalog. 1948.|premature bolting.|selection out of early flat onion; a distinct cultivar.
Imperial 49|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|a little earlier than regular Spanish.|Yellow Sweet Spanish.|areas where Spanish onions are grown. 1949.||out of Valencia Spanish.
Imperial A.M.D.|Dessert Seed Company, El Centro, California.|Dessert Seed Company, El Centro, California.|semi-Grano shape, Imperial 48 with strong dark green top. 1954.||||out of Imperial 48; a distinct cultivar.
Inca (XP 644)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large bulbs for onion ring production.|Ring King Yellow Sweet Spanish strains.|northeastern and northwestern United States, Canada, and northern Europe. 1977.|tolerance to one or more races of pink root.|
Inca GV|Golden Valley.|Golden Valley.|yellow Spanish hybrid. 1991.||||
Indian Queen|Northrup King and Company, Minneapolis.|Northrup King and Company, Minneapolis.|uniformity, yield, dark color, and keeping quality.|Trapps Downing.|northern tier of the United States. 1955.||selection out of Downing for darker color and keeping quality.
Indian Summer|Pieters-Wheeler Seed Co.||dark skin adhere well; bulb globe shape, medium to large, pungent, small neck; stores well.|Danvers, Autumn Spice, Brown Beauty.|northern long-day muck areas. 1965.||
Infinity (SXO 1422)|Rick Watson.|Sunseeds.|northern storage type hybrid that produces very high yields of uniform globe shaped bulbs with bright yellowish-brown scales of medium thickness; firm, pungent flesh.||New York, Michigan, Wisconsin, Quebec, Ontario, Washington, Colorado. 2001.|pink root, Fusarium.|F1 hybrid.
Iowa 44|USDA, Iowa State College, Ames.|Crookham Co.|longer storage quality, Brigham type.|Brigham.|mid-western United States peat soils. 1948.||synthetic, by combining by randomization 19 inbred F1 lines.
Iroquois|Golden Valley.|Golden Valley.|yellow Spanish hybrid. 1991.||||
Jackpot|Dakota.|Dakota.|hybrid, yellow long day.|||pink root. 1994.|
Jaguar (PS13489)|A.Burkett.|Petoseed.|similar to Cougar, but 3-5 days later; good storage, globe shape, small necks.|Cougar. 1994.|||
Jetset|Bejo.|Bejo.|yellow storage onion for set production. 1989.||||
Joint Venture (AX 1436)|E.Wheeler.|Aristogenes.|long storage; very firm, attractive.|Taurus. 1992.||fusarium.|
Joker|Asgrow.|Asgrow.|same as Flame, but released for Europe.||||
Jucar (XP 15238)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|long day Spanish onion; mid-late maturity; Recas type; very large bulbs; high yield; dark colored scales; good for ringing; storability is better than Grano Oro.|Daytona.|Chile. 2002.|Fusarium basal rot.|F1 hybrid.
Kachina|Dakota.|Dakota.|midseason, high yielding, yellow, sweet Spanish type.|Bravado. 1991.||pink root.|
Keep Well|Takii.|Takii.|overwintering yellow type.|||tolerance to botrytis, downy mildew, bolting. 1988.|
Keepsweet (DP-79)|Abbott & Cobb.|Abbott & Cobb.|sweet Spanish type, yellow bulb with good storage. 1979.||||
K-F284 Early Granex X284|K-F Seeds.|K-F Seeds.|earliness, bolt resistance, seedling vigor, fine neck.|F1 Granex. 1982.||pink root.|
King Brown (XP 796813)|David Dean.|Seminis-Asgrow.|brown globe hard storage, mid-day, can be stored 4-6 months, vigorous root system which is good for hot dry conditions.|Australian Brown.|Australia, New Zealand, South Africa. 2000.|fusarium basal rot.|F1 hybrid.
Kingfisher (XP 15120)|Omar Diaz.|Seminis-Asgrow.|Spanish storage, 117-120 days, high globe shape, medium to dark skin.|Sabroso.|Pacific northwest, south central U.S. 2001.|Fusarium, pink root.|F1 hybrid.
Klondike|Dakota.|Dakota.|long day white type.|Snow White. 1993.||pink root, fusarium.|
Kodiak (1022)|D. Palmer.|D. Palmer.|hybrid, 110-115 day maturity, yellow, long day, hard storage type, bulbs have blocky globe shape and are very large, stores well, dark bronze colored skin.|Valiant, Tesoro.|northwestern and western U.S. 1998.|exceptional tolerance to pink root, some tolerance to mildew, tipburn and blight.|
Kyda Nova (RCSL 1221)|R.Kreizenbeck.|Rio Colorado.|hybrid, intermediate daylength, round red type, intense red, vigorous. 1987.||||
L36|USDA, Beltsville, Maryland, and Texas Agric. Expt. Sta., College Station.|USDA, Beltsville, Maryland, and Texas Agric. Expt. Sta., College Station.|very early, makes a very attractive pack.|Excel.|southern Texas and the Imperial Valley. Southern Seedsman, October. 1933.|pink root.|Yellow Bermuda, White Persian, Excel.
L365|USDA, Beltsville, Maryland, and Texas Agric. Expt. Sta., College Station.||good yielder, attractive white color.|Crystal Wax.|southern Texas. Southern Seedsman, October. 1953.|pink root.|(Crystal Wax x Excel) Excel.
L690|USDA and Texas Agric. Expt. Sta.||early maturing, mild, bolts and splits less than Crystal Wax.|Crystal Wax.|extreme southern United States, southern California to Florida. Southern Seedsman. October, 1951. 1950.||involves Yellow Bermuda, Crystal Wax, White Persian.
Laguna|Golden Valley.|Golden Valley.|yellow Spanish hybrid. 1991.||||
Lakota|Rispens.|Rispens.|heavy yielding; very good storage.|Duration. 1993.||pink root, fusarium.|
Landmark (XPH 3723)|S.Hendricks.|Asgrow.|midseason maturity; long storage capability with improved packouts; very uniform bulbs.|Brown Beauty. 1992.||moderate to pink root, fusarium.|
Laramie|Dakota.|Dakota.|long day, yellow bulb, Spanish type.|Ole. 1993.||pink root, fusarium.|
