Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Corno de Toro (Bull's Horn, Cowhorn)||Southern Sun Seeds and Renee's Garden Seed.|sweet Italian heirloom, sweet, 250 mm long, shaped like a bull's horn, green maturing to either deep red or bright yellow, in 80 days, plants are large and very productive. 2000.||||open pollinated.
Corno Verde (008187)|J.Waltrip.|Petoseed.|Long green to red sweet peppers, pointed smooth thick walled fruit, large vigorous plant, late maturity.|Corno di Toro type.|||
Corona||Johnny's Selected Seeds.|green to orange bell pepper, medium-size fruit, sweet flavor, compact plants.|||tobacco mosaic virus race. 1998.|open pollinated.
Corvette (XP 12262)|Mike Sheets.|Seminis-Petoseed.|Green to red, blocky, large to extra large fruit, smoother deeper blockiness than Enterprise.|X3R Camelot|Northeastern U.S. and Canada. 2000.|BS 1,2,3.|F1 hybrid.
Coyama (PS 4395)|John Bill.|Seminis Vegetable Seeds-Petoseed.|jalapev켹 type, vigorous plant, larger fruit than Mitla, 100 x 38 mm.|Mitla.|Mexico.||F1 hybrid.
Crimson Hot||Stokes Seed Co.|Hungarian yellow wax type, medium pungent, thick-walled, 160 mm triangular fruit, 60 days. 1997.||||open pollinated.
Crispy Hybrid|W. Atlee Burpee Co.|W. Atlee Burpee Co.|Bell pepper, medium-short plants that set medium-sized, blocky, thick-walled fruit over long period; green turning red at maturity.|Bell Boy.|general. 1983.||
Cubanelle||Carolina Seeds.|Cuban frying type, slightly tapered fruit, with rounded ends measuring 140 x 60 mm, 65 days to harvest. 1999.||||open pollinated.
Cumbia||Rijk Zwaan.|best for red harvest, plants are very vigorous, medium sized internodes, open plant habit, little side shoot development, fruit color is a very intense red, long fruit stalks good for easy picking, recommended for early and autumn planting.|||tobacco mosaic virus races 0, 1 and 2, bitter pit. 1999.|
Czechoslovakian||Shepherd's Garden Seeds.|fruit ripen gradually from midnight purple color, to very bright red, medium-hot, jalapeno-shaped, plants are stalky, 500 mm high and wide, mainly used as an ornamental. 2000.||||
Damax||Daehnfeldt Seed Co.|bell pepper, dark green to red fruit, 110 x 100 mm fruit size, 3 to 4-lobed, thick walls, 71 days maturity from transplant, plant frame has medium strength, determinate growth.|Calwonder. 1994.||tobacco mosaic virus.|F1 hybrid.
Daphne||DeRuiter Seeds Inc.|blocky, uniform coloring yellow bell pepper, medium sized fruit, compact plant habit. 1993.||||F1 hybrid.
Defiance (XP 12292)|Mike Sheets.|Seminis-Petoseed.|Green to red, shallow shoulder, Sweet Pepper, mild taper, mostly extra large fruit, tall plant, sturdy.|X3R Camelot.|Southeastern and northeastern U.S. and Mexico. 2000.|bacterial spot 1, 2, 3, Tobamo P.|F1 hybrid.
Delaware Belle|Delaware Agric. Expt. Sta.|H.P. Cannon and Son, Bridgeville, Del.|Productive, bell type fruit with thick walls.|N.J. 52-12.|Mid-Atlantic states of the United States.|Tobacco Mosaic Virus.|California Wonder and N.J. 52-12.
Delhi Hot||Hungnong Seed International.|Indian hot type, early, high yielding fruit, 122 x 11 mm, vigorous plants.|Pusa Jawala.|India. 1996.|Phytophthora capsici.|F1 hybrid.
Delicias (PS204490)|K.Owens.|Petoseed.|Mildly pungent, compact medium size, early midseason.|Jalapeno M. 1994.||Tobacco Etch Virus, Potato Virus Y, Pepper Mottle Virus.|
Delphin||Enza Zaden B.V.|blocky, green ripening to red bell pepper, short, well-formed plant habit, early.||wide. 1995.|tobacco mosaic virus race (Tm0).|F1 hybrid.
Characteristics: open pollinated, bell pepper type, early maturity (60 days), fruit 3-4 lobed, 95 x 69 mm in size, wall thickness 5.7 mm, fruit mature from green to red.|Adaptation: areas where bacterial leaf spot is a limiting factor for production.|Similar: Jupiter.|Breeder: R.P. Lane, S.M. McCarter, C.W. Kuhn, and C.M. Deom.|Resistance: Georgia strains of tobacco etch virus, pepper mottle virus, potato virus Y, bacterial leaf spot races 1, 2 and 3.|General. HortScience 32:333-334. 1997.|Parentage: PI 163192, PI 264281, Jupiter.|Name: Dempsey (GA 89-3-1)
Diablo Grande||Stokes Seed Co.|Hungarian yellow wax type, very pungent, tapered, light green ripens to red, 170 mm long fruit, 65 days. 1997.||||
Diego (33703)|Enza Zaden.|Johnny's Selected Seeds.|green to yellow bell pepper, matures in 70 days green and 92 days yellow, large-size fruit, thick-walled, mid-early maturity.||North America. 1999.|bacterial leaf spot races 1, 2 and 3.|open pollinated.
Dolma Giant||Hungnong Seed Co.|blocky bell pepper, pendant fruit, early maturity, tolerant to low temperature, 3 to 4-lobed, light green ripening to red, 85 x 65 mm fruit size. 1996.||||F1 hybrid.
Domino (XPH 5106)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, a long green-red thick-walled bell for greenhouse production.|Lamuyo.|Italy, Spain, southeastern United States, and Mexico.|Common strain Tobacco Mosaic Virus.|
Don Juan (HMX 4659)|Harris Moran.|Harris Moran.|hot pepper; Jalapeno type; large dark green fruit for fresh market and processing.||U.S. 2003.||F1 hybrid.
Dove||Stokes Seed Co.|large productive bell pepper, 130 x 120 mm fruit size, creamy, near-white fruit matures to pale green to cream/pale yellow to pale orange to red, 71 days. 1997.||||F1 hybrid.
Dracma (XP4046)|Asgrow.|Asgrow.|A large-fruited, yellow bell type for open field culture.|Jumbo Giallo. 1989.|||
Dulce (PS 23694)|John Bill.|Seminis Vegetable Seeds-Petoseed.|jalapeno type, sweet, attractive fruit, good flavor, 20 x 75 mm, tapering shape, medium to dark green, early maturity.||North America.|potato virus Y.|F1 hybrid.
Eagle||Enza Zaden B.V.|blocky, green ripening to deep orange bell pepper, early, large fruit, shoulder cracking, vigorous growing plant.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Earlihot|Res. Station, Morden, Manitoba, Canada.|T and T Seeds.|Early ripening, long tapered, pungent pods.|Hamilton Market.|Plains region. 1967.||Early plant selection out of Hamilton Market.
Earlired (M-1)|Univ. of Manitoba, Canada.|Petoseed Co. and Stokes (Canada).|Fruit sets in upright habit. Fruit small, mild and pleasing flavor; matures about 1 week earlier than Vinedale.|Vinedale.|Northern regions. Univ. of Manitoba Tech. Bulletin No. 4. 1967.||Italian early red (name unknown) and Vinedale.
Early Bell|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|Early, medium thick flesh, a bell type fruit of small size.||wide. 1956.||Sport from Golden California Wonder.
Early Bellringer (79-74)|Goldsmith Seeds.|Earl May Seed Co.|Bell pepper, compact, early three- to four-lobed, thick-walled, blocky fruit.|Early Bountiful.|wide. 1980.|Tobacco Mosaic Virus.|
Early Bountiful (F-1 Hyb. No. 15)|T. Sakata and Co.|Herbst Bros., New York.|Fruit slightly shorter, longer in diameter and thicker walled than Vinedale, upright bearing and deep green, glossy fruit turning red, extremely vigorous, good for early shipping in mild climates.|Vinedale.|short season areas.|Summer heat, drought and wilt disease.|
Early Cal Wonder||Territorial Seed Co.|green to red bell pepper type, produces large, thick-walled, blocky-shaped fruit.||suited for cool growing areas. 1998.||open pollinated.
Early Crisp Hybrid|W. Atlee Burpee Seed Co.|W. Atlee Burpee Seed Co.|Medium to large green ripening to red bell pepper, short season 60 days, sets well in cool weather.|||Tobacco Mosaic Virus, Tobacco Etch Virus, Potato Virus Y.|
Early Jalapeno (Jalapeno M-10)|Petoseed Co.|Petoseed Co.|Open-pollinated medium-hot, green turning to red; fruit length about 76 mm.|Jalapeno M.|wide. 1977.||
Early Niagara Giant||Stokes Seed Co.|general purpose bell pepper, dark green ripening to red, 110 mm square, thick-walled, maturing in 65 days. 1997.||||
Early Scotch Bonnet||Stokes Seed Co.|C. chinense type, acorn shape, very pungent, small fruit, 70 days. 1997.||||open pollinated.
Early Wonder (Early Calwonder P)|Petoseed Co.|Petoseed Co.|Early California Wonder type.|Early California Wonder.|areas where California Wonder is grown. American Vegetable Grower, 29 Jan. 1963.|Tobacco Mosaic Virus.|Peto breeding line.
Eastern Rocket|Eastern States Farmers Exchange.||Fruit pungent, 127 to 152 mm long, 51 mm diameter at stem end, yellow-green changing to red when ripe. Heavy production with many fruits mature at same time. Eastern States Catalog. 1963.||||
Ebano Jalapeno (Sunex4504)|S.Tambo.|SunSeeds.|Very dark (almost black) color, glossy, heavy yielder with sturdy stems, and very smooth.|Jalapeno M. 1990.||Potato Virus Y, and Tobacco Etch Virus.|
El Paso (PSX1013)|Petoseed Co.|Petoseed Co.|Open-pollinated, fruit 178 x 43 mm, straight, two lobed, smooth, bush dark green, providing good cover, very uniform.|New Mexico 6.|Southwestern United States. 1980.||
El Rey (SSP 7603)|Sakata Seed.|Sakata Seed.|||||F1 hybrid. 2000.
Elisa||Stokes Seed Co.|extra large, deep bell pepper, thick-walled, 3- to 4-lobed, 150 x 140 mm fruit size, 72 days, sets well in cool temperatures.|||tobacco mosaic virus race, potato virus Y, and tolerant to tobacco etch virus. 1997.|F1 hybrid.
Elmet (XP800)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, large fruited, uniform, productive, sweet, green.|Lamuyo. 1980.|||
Emerald Giant|Northrup, King and Co.|Northrup, King and Co.|Mostly four-lobed, thick flesh, fruit dark green turning red at maturity.|Florida Giant. 1963.|||
Empressa (XP5545)|Asgrow.|Asgrow.|Large-fruited, thick-walled, green-red, four-lobed fruit on a tall, vigorous plant.|Keystone Resistant Giant No. 4. 1990.|||
Enterprise (XPH12101)|Asgrow.|Asgrow.|Large fruited, green to red color, 3 to 4 lobed sweet bell.|Lancelot. 1995.||Bacterial leaf spot I, II, III; Tobacco Mosaic Virus.|
Espana||Harris Seeds.|bell pepper, 150 mm tapered fruit, thin walled, ripens green to red, 72 days to harvest.|||potato virus Y, tobacco etch virus, tobacco mosaic virus. 1999.|F1 hybrid.
Espanola Improved|F.B.Matta and R.M.Nakayama.|New Mexico Crop Improvement Assoc.|Open-pollinated New Mexican type, early maturing plant height 300-650 mm, fruit 157 x 36.3 mm.||Northern-central New Mexico. HortScience 19:454. 1984.||A native northern New Mexico chile and Sandia.
Estar (Nun8025)|Nunhems Zaden.|Nunhems Zaden.|Dulce Italiano fruit type, early cultivar, light to medium green fruit, turns red on ripening.|||Tobacco Mosaic Virus race PO. 1993.|
Estima (Nun8018)|Nunhems Zaden.|Nunhems Zaden.|Lamuyo type, very early, square, four lobed fruit, turns red on ripening, open plant type.|Carlos. 1992.||Tobacco Mosaic Virus race PO.|
Evident||DeRuiter Seeds, Inc.|blocky, green ripening to red bell pepper, medium size.|||tobacco mosaic virus race 0, stip, russeting. 1993.|
Excalibur (PSX25785)|Petoseed.|Petoseed.|Blocky bell, large, green to red; medium plant.|||Tobacco Mosaic Virus. 1989.|
Fajita Bell Hybrid||Park Seed Co and Nichols Garden Nursery.|F1 hybrid, bell pepper, mildly pungent, good flavor, 68 days to green, 80 days to deep red, blocky, 100 mm long fruit, 450 mm compact plants, 68 days to maturity. 1997.||||
Faribo Hybrid|Univ. of Minnesota.||Bull-nose type, but thicker flesh and smoother, early, prolific.||fairly general. Minnesota Farm and Home Sci. XI (3):14-15, May 1954. 1952.||Inbred lines of California Wonder and Harris Earliest.
Fat'N Sassy Hybrid||Gurney's.|blocky, thick-walled, matures green to red in 65 days, 114 mm sized fruit.|||some tolerance. 2000.|
Festival (PSX7676)|Petoseed Co.|Petoseed Co.|Compact, large-fruited, sweet ornamental pepper, fruit are upright, 76 to 102 mm long, conical, uniformly red, holding on plant; prolific producer.|Dutch Treat.|wide. 1980.|Tobacco Mosaic Virus.|
Festos||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to red, thick wall, fruit 150 x 100 mm, vigorous plant habit, early.||production under plastic in southern Europe. 1995.|tobacco mosaic virus race 0, 1 and 2.|F1 hybrid.
Figaro|Vilmorin.|Vilmorin.|blocky bell pepper, dark green ripening to bright red, tall, vigorous plants, thick-walled, sets well under stress conditions.|||tobacco mosaic virus race, potato virus Y races 0 and 1. 1993.|F1 hybrid.
Figaro Sweet Italian Pimiento||Shepherd's Garden Seeds.|flattened globe-shaped sweet pimiento, deep green to crimson, 100 mm fruit size, thick walled, strong and vigorous plants, continuously set fruit, 68 days to harvest. 1999.||||
Firenza|Rogers.|Rogers.|F1 hybrid jalapeno with dark green, cylindrical fruit, fruit mature from green to red.|Jalapeno M. and Mitla. 1994.|||
Flair||DeRuiter Seeds Inc.|blocky, green ripening to red bell pepper, medium-large size, open and slightly stretched plant, early.|||stip, russeting, blossom end rot. 1993.|
Flamingo (HMX7660)|Harris Moran.|Harris Moran.|Immature fruit are whitish-yellow, ripening first to orange-pink, then to orange-red, medium sized bell, mostly 3 lobed, tapered to the blossom end, very smooth and firm, with a much greater diameter than Gypsy.|Gypsy. 1992.|||
Flamy||DeRuiter Seeds Inc.|tapered 150 mm long, green maturing to red fruit, vigorous plant growth.|Torito. 1993.||tobacco mosaic virus race (Tm2).|
Flash (JPR)||Johnny's Selected Seeds.|Asian hot type, 75 days, thin wall, 110 x 15 mm fruit size, medium-high pungency, pointed fruit, green ripening to red, high yield, vigorous big plants.|Paper Dragon.||tobacco mosaic virus race and potato virus Y. 1996.|F1 hybrid.
FLBG-1|R.Subramanya, H.Y.Ozaki, T.A.Zitter.|Similar: Cubanelle. HortScience 18:493-494. 1983.|growth, size, and maturity similar to Cubanelle, foliage and immature fruit more yellowish than Cubanelle, main use as a virus resistant parent.|Cubanelle.|Florida.|Tobacco Etch Virus, Pepper Mottle Virus, Potato Virus Y.|Cubanelle, Agronomico-8.
Floral Grande|Petoseed Co.|Petoseed Co.|Pungent, vigorous plant, larger fruit size and higher yielding than Floral Gem.|Floral Gem.|where Floral Gem is grown. American Vegetables Grower, 29 Jan. 1963.||Peto breeding lines.
Florida VR2-34|A.A.Cook.||Open-pollinated bell pepper, produces greater total yield and larger fruit than Florida VR-2 and Early California Wonder.|VR-2.|general. HortScience 19:311. 1984.|Tobacco Mosaic Virus, Tobacco Etch Virus, Potato Virus Y.|Selection from Florida VR-2.
Florida VR3-25|A.A.Cook.||Open-pollinated bell pepper, plants 450 mm tall, 500 mm wide, fruit green turning to red, fruit size 80 x 100 mm.|||Tobacco Etch Virus, Potato Virus Y, bacterial leaf spot pathotypes 1 and2. HortScience 19:735. 1984.|USDA PI 260435 (C. chacoense), Lincoln Bell, Florida VR2.
Florida VR4|A.A.Cook.||Open-pollinated bell pepper, fruit green turning red at maturity, fruit size 80 x 100 mm, mostly 4-lobed, fruit wall thickness 5-6 mm, larger fruit than Early Calwonder.|Jalapeno M.|Florida. HortScience 19:456. 1984.|Tobacco Mosaic Virus, Tobacco Etch Virus, Pepper Mottle Virus, Potato Virus Y.|Delray Bell and Florida VR2.
Fooled You (150571)|Jim Waltrip.|Seminis Vegetable Seeds-Petoseed.|sweet jalapeno, attractive fruit, 3.0 x 7.5 cm long, tapering shape, medium to dark green.|Delicias.|home garden, North America. 1999.|potato virus Y.|
Foulki||Vilmorin Seed Co.|Italian sweet pepper type, dark green tapered fruit ripens to red, thick-walled.|||tobacco mosaic virus race 0. 1993.|F1 hybrid.
Four Corners E1212 (6CX722)|S.Tambo.|Ferry-Morse.|Very early maturing (about 70 days after transplanting), predominantly four-lobed fruit with dark green color and thick walls (11.5 mm), very concentrated set and uniform maturity.|California Wonder 300. 1982.||Tobacco Mosaic Virus.|
Four-Way|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2003.||
Fresnillo (91221)|Ronquio Hernandez.|Seminis Vegetable Seeds.|long 190 mm, two celled, medium thick walled, maturing to red fruit, upright plant, medium maturity, mild pungency.||North America, Mexico.||
Fresno Bell|Germain's.|Germain's.|Good foliage coverage giving protection against sunburn, thick flesh, heavy fruit.|California Wonder.|western coast of the United States.|Tobacco Mosaic Virus.|
Fresno Chile||C.R. Brown, San Juan Capistrano, Calif.|Very prolific, pungent, smooth, light-green fruit, 25 to 31 mm in diameter at stem, tapering sharply to a point 31 to 51 mm long, fruit set point up on vigorous growing plants 607 to 762 mm tall with dense, dark-green foliage.||regions suitable for pungent cultivars. 1952.|Tobacco Mosaic Virus.|
Fresno Chile Grande (11-9)|Petoseed Co.|Petoseed Co.|Large, pendant, easy pick, concentrated fruit set.|Fresno Chile. 1970.|||
Frommage|Michigan Agric. Expt. Sta.||Fruit 51 mm in diameter, 25 to 37 mm long, smooth, thick fleshed and sweet.||Northern United States. Michigan Agric. Expt. Service Research Report 162. 1973.||
Fry King (XP031)|E.Grubbs.|Agway.|Sturdy, upright plant with indeterminate fruiting habit, excellent yield, fruit are large and smooth, pale green in color, frying type pepper.|Cubanelle. 1984.|||
Furila||DeRuiter Seeds Inc.|tapered 160 to 180 mm long, green maturing to glossy red fruit, very hot, early.|||tobacco mosaic virus race (Tm2). 1993.|
Fushima, Long Green|||famous, old Japanese cultivar, many long slender mild thin-walled 152 mm pods, bright-green glossy skin, wrinkled when mature, vigorous, not a tall plant, easy to grow. Garden Seed Inventory. 1992.||||
Galaxy||Stokes Seed Co.|bell pepper, deep green ripening to red, thick-walled, sweet, 120 x 110 mm fruit size, sets well in cool weather, 72 days.|||tobacco mosaic virus race, potato virus Y, stip. 1997.|F1 hybrid.
Galaxy Variegate|Michael Henning.|Glasshouse Works.|F1 hybrid, white splashed foliage, clusters of red pendant fruit. 2000.||||
Garden Salsa (PSX204187)|Petoseed.|Petoseed.|Romital type, medium early maturity, large fruit 25 x 178 mm, smooth, medium thick walls, medium pungency, turn green to red at maturity.|Romital. 1993.||Tobacco Mosaic Virus.|
Garden Sunshine|A.H.Millet and R.A.Jones.|Dept. of Vegetable Crops, University of California, Davis.|Open-pollinated bell pepper, lemon-yellow immature fruit color that ripens to bright red, developed for home garden.||California growing areas. HortScience 17:683. 1982.|Tobacco Mosaic Virus.|Aconcagua, Yolo Wonder.
Giant Ace|Sunseeds.|Sunseeds.|ability to set a crop of fancy, four-lobed, bell-shaped fruit under all growing conditions with medium early maturity.|Keystone Resistant Giant.|wide.|Tobacco Mosaic Virus.|
Giant Marconi (PS 800893)|Jim Waltrip.|Seminis Vegetable Seeds-Petoseed.|red, long tapered, Marconi type, good vigorous plant, good thickness and storage ability.|Red Marconi.|home garden. 1999.|tobacco mosaic virus (POI, 2), potato virus Y.|
Giant Szegedi||Stokes Seed Co.|elongated Hungarian wax type, yellow ripening to yellow-orange fruit, 70 days, 150 x 95 mm fruit size, thick-walled, very sweet.|||tolerant to verticillium wilt. 1997.|open pollinated.
Giant Thai Hot|R.E. Bernstrom.|Park Seed Co.|Thai hot type, deep green maturing to deep red, 42 days. 1997.||||open pollinated.
Gladiator||Enza Zaden B.V.|Lamuyo type bell pepper, green ripening to yellow, 100 x 80 mm fruit size, strong, compact plant growth, early, thick wall.|||tobacco mosaic virus race 0. 1995.|F1 hybrid.
Godfather Hybrid, The||Burpee.|Italian frying pepper, 160 to 190 mm long fruit, matures early, 64 days, very prolific, green maturing to red, excellent flavor. 1997.||||F1 hybrid.
Gold Finch||Stokes Seed Co.|blocky bell pepper, 4-lobed, 120 mm square fruit, 72 days, ripens light green to creamy yellow/pale lemon to red. 1997.||||F1 hybrid.
Gold Standard Hybrid||Burpee.|big blocky bell pepper, 73 days to harvest, 130 x 130 mm fruit size, green to golden-yellow, extra sweet flavor, aromatic fresh. 1999.||||
Golden Arrow||Stokes Seed Co.|early version of Super Sweet Banana, 200 mm long fruit, straight, golden yellow ripens to red, sweet, 58 days. 1997.||||F1 hybrid.
Golden Bell (36-9)|Petoseed Co.|Petoseed Co.|F1 hybrid, early, large yellow fruit bell pepper.|Golden California Wonder.|general. 1971.||
Golden California Wonder|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|California Wonder shape, green but becoming chrome yellow when ripe, thick fleshed and very sweet.|California Wonder.|wide. 1948.||
Golden Cayenne||Stokes Seed Co.|pencil thin cayenne type pepper, very pungent, 150 mm long, 70 days. 1997.||||open pollinated.
Golden Giant Hybrid||Burpee.|glowing yellow fruit, jumbo-sized, plants 650 mm tall, 75 days.|||viruses. 1997.|F1 hybrid.
Golden Giant II Hybrid||Burpee.|75 days to harvest, huge, elongated fruit, 200 mm long x 130 mm wide, great flavor and substantial walls, plants get 660 mm tall.|||viruses. 1999.|
Golden Heat||Known-You Seed Co.|Asian hot type, small well branched plants with small leaves, 130 x 15 mm fruit size, thin flesh, hot, good for drying, heavy and concentrated fruit set. 1987.||||F1 hybrid.
Golden Summer Hybrid TMV||Park Seed Co.|bell pepper, lime green ripening to golden yellow, 4-lobed, sweet, good foliage cover, 65 days. 1997.||||F1 hybrid.
Golden Tower||Hungnong Seed Co.|standard Korean hot type, pendant fruit, vigorous, pungent, green ripening to red, 115 x 18 mm fruit size. 1996.||||F1 hybrid.
Golden Wonder|Burgess Seed and Plant Co.|Burgess Seed and Plant Co.|Slightly smaller, earlier plants than California Wonder and fruit are more inclined to be three-celled.|California Wonder.|wide. Burgess Catalog. 1943.||
Goldflame||DeRuiter Seeds Inc.|blocky, yellow bell pepper, medium fruit size, early.|||tobacco mosaic virus race (Tm0). 1993.|
Goldspike|Petoseed Co.|Petoseed Co.|Golden color, 51x 25 mm fruit size tapers to blunt end, hot pepper, very productive.|Caloro.|general. 1974.|Tobacco Mosaic Virus.|
Gourmet||Territorial.|green to orange bell pepper, 85 days to maturity, 4-5 four lobed fruit, heavy thick walls, blocky shape, sweet flavor, plants 430 mm. 2000.||||open pollinated.
Gracia||Rijk Zwaan.|very early, highly productive, good fruit setting under cold conditions, medium size light green fruit, good for green harvesting, thin fruit wall.|||tobacco mosaic virus race 0. 1999.|F1 hybrid.
Grande (PS205090)|Petoseed.|Petoseed.|Jalapeno type, vigorous, dark green to red, mid-early maturity, medium pungency, large plant.|Mitla, Jalapeno M, Ole. 1994.||Tobacco Etch Virus, Potato Virus Y.|
Grandpa's Home Pepper||High Altitudes.|small brilliant red fruit, matures in 70 days, 304 mm tall plants, high yield, semi-hot.||grows well under low light conditions. 2000.||
Great Stuff Hybrid||Burpee.|large bell pepper, 150 to 200 mm long and 125 mm wide, green to dark red, firm walls, plants 650 mm high, 76 days.|||tobacco mosaic virus race. 1997.|
Green Boy|Eastern States Farmers' Exchange.||High early yield, good size, three-lobed with medium thick flesh.||New England. Eastern State Catalog. 1962.||
Greene-Belle (ACR no. 3703)|Abbott and Cobb.|Abbott and Cobb.|Large, blocky, thick-walled.|California Wonder type.|wide. 1981.|Tobacco Mosaic Virus.|
Greenleaf Tabasco (Tabasco G)|Alabama Agric. Expt. Sta.|Dessert Seed Co. and Petoseed Co.|Higher yield, deeper-red mature fruit color, and higher pungency than commercial tabasco.|Tabasco.|southeastern United States. Auburn Agric. Expt. Sta. Leaflet 81. 1970.|Tobacco Etch Virus and ripe rot.|Tabasco C. frutescens L. and C. chinense Jacquin, USDA PI 152225, and USDA PI 159236.
Guam Super Hot|C.T.Lee.||Open-pollinated piquin type, 1 to 2 m plant height, 5 by 17 mm fruit size, fruit matures to bright red, and very pungent (4,000 Scoville heat units).|Guam regular hot.|Guam and Northern Marinas Islands. HortScience 22:1341. 1987.||C. frutescens land race.
Guntur M 235||Hungnong Seed Co.|Indian 'Guntur' type, vigorous, 65 x 8 mm fruit size, high pungency. 1996.||||F1 hybrid.
Gurney's Giant||Gurney's.|203-mm-long fruit that is bigger than 'Big Bertha', easy to grow, highly productive.||wide. 2000.||
Gusto (FM 284)|Ferry-Morse.|Ferry-Morse.|Early concentrated crown set attractive smooth fruit.|Jupiter, Capistrano.||Tobacco Mosaic Virus and Potato Virus Y.|
Gypsy (PSX 4076)|Petoseed.|Petoseed.|Compact, early, sweet elongated, thick fleshed, light-greenish-yellow fruit turning red at maturity.|Romanian Sweet.|wide. 1980.|Tobacco Mosaic Virus.|
Habanero||Johnny's Selected Seeds and Shepherd's Garden Seeds.|cultivar of C. chinense, 50 x 31 mm fruit size, wrinkled, tapered fruit, green ripening to orange, very pungent, 90 days. 1996.||||open pollinated.
Harris Wonder|Joseph Harris Co.|Joseph Harris Co.|Early thick meated smooth bell shaped fruit.|California Wonder.|Northeastern United States. Harris Catalog. 1937.||Harris Earliest and California Wonder.
Hearts||Gurney's.|ornamental chile, good for potting, prolific and compact, 7-10 pungent fruit above the foliage, 65 days to maturity. 2000.||||
Heatwave||Thompson and Morgan.|small wrinkled cayenne type, matures in 75 days, fruit are red, yellow and orange, very hot.||best production is in greenhouse. 2000.||
Hemisphere (E31704)|Enza Zaden.||green to red blocky bell pepper.||United States.|bacterial leaf spot races 1, 2 and 3.|F1 hybrid.
Hercules||Stokes Seed Co.|large green ripening to red bell pepper, thick-walled, 200 x 120 mm fruit size, 72 days. 1997.||||F1 hybrid.
Heritage VR|Harris Moran.|Harris Moran.|blocky shape; green to red color.||Florida, Georgia, South Carolina and North Carolina, U.S. 2002.|BLS races 1, 2, 3, 5; highly tolerant to TSWV.|F1 hybrid.
Hero||Thompson and Morgan.|Asian hot type, vigorous, tolerates cold temperatures, 150 mm long, smooth, slim, thick fleshed fruit, green ripening to fiery red, very pungent, 75 days. 1993.||||F1 hybrid.
Hidalgo|B. Villalon.|Arco Seed Co.|Open- pollinated, Serrano type, mildly pungent (17,500 Scoville heat units), pubescent leaves, longer and larger fruits than other serranos. PVP 8600059.|Panuco. HortScience 21:540-541. 1986.||Tobacco Etch Virus, Tobacco Mosaic Virus, Potato Virus Y, and Pepper Mottle Virus.|PI 342947, Avelar.
H-N Anaheim||Hungnong Seed Co.|New Mexican type, tall strong plant, good foliage cover, medium pungent, smooth pod, dark green ripening to red, 175 x 45 mm fruit size. 1996.||||F1 hybrid.
Hot Beauty||Known-You Seed Co.|Asian hot type, tall, erect, vigorous plants, 130 x 14 mm fruit size, thin flesh, pungent, dark green ripening to bright red, prolific, fruit sets continuously. 1987.||||F1 hybrid.
Hot Chilli||Hungnong Seed Co.|Asian hot type, early, green ripening to deep red, high pungency, 125 x 17 mm fruit size, thick-walled, smooth skin, pendant fruit.|||Phytophthora capsici. 1996.|F1 hybrid.
Hot Green||Hungnong Seed Co.|early, sets well under low temperatures, thick wall, pungent, dark green ripening to red, 225 x 40 mm fruit size. 1996.||||F1 hybrid.
Hot Lemon||Burpee Seed Co.|C. baccatum cultivar introduced from the markets of Ecuador; fruit begins green and ripens to a pure lemon yellow, 100 mm long fruit has an unique fruit aroma, pungency equivalent to cayenne. 1999.||||open pollinated.
Hot Lips|Northrup King and Co.|Northrup King and Co.|Flesh thicker and fruit smoother and shorter than Long Red Cayenne Thin, plant shorter than Long Red Cayenne Thin.|Hot Finger Pepper. 1966.|||
Hot Piman||Hungnong Seed Co.|blocky pungent bell pepper, pendant fruit, 4-lobed, vigorous, good foliage cover, deep green ripening to red, 95 x 75 mm fruit size. 1996.||||F1 hybrid.
Hot Portugal||Harris Seeds and Stokes Seed Co.|open pollinated, very pungent, thick-walled, 150 mm long, tapered, shiny dark green fruit that mature to an intense crimson, 64 days, tall erect plants. 1997.||||
Hot Spot (PS 12896)|John Bill.|Seminis Vegetable Seeds-Petoseed.|hot banana type, fruit matures for light yellow to red, productive.|Inferno.|southeast and northeast United States. 2000.|bacterial leaf spot races 1, 2 and 3.|F1 hybrid.
Hot Stuff||Stokes Seed Co.|Hungarian yellow wax type, medium pungent, tapered, pendant fruit, 160 mm long fruit, 60 days. 1997.||||
Hot Wheels|Orsetti Seed Co.쵄|Orsetti Seed Co.쵄|||U.S.쵄 2005.||
Hotazel (057-690)|Ray Osborn and John Bill.|Seminis Vegetable Seeds-Asgrow.|red habanero, extremely pungent.||Caribbean, home garden.||open pollinated.
Huasteco||Shepherd's Garden Seeds.|serrano type, green ripening to red, thick-walled, 900 mm tall plants, good foliage cover, 80 days, very pungent, pendant fruit.|||potato virus Y, tobacco etch virus, pepper mottle virus. 1997.|open pollinated.
Hungarian Sweet Banana Pepper||Shepherd's Garden Seeds.|very early, 52 days to harvest, 180 mm plump cylinders, tapering to a blunt point, waxy yellow to flame orange color. 1999.||||
